dataset,original_source,source_url_or_doi,original_filename,harmonized_id,label,stack_identifier,focal_plane_index,true_focus_index,distance_from_focus,split_assignment,label_provenance_category,image_path
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_15.png,FieldPos297_Cam01_RGB_MB_page_15,0,FieldPos297_Cam01_RGB_MB,15.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_15.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_2.png,FieldPos297_Cam01_RGB_MB_page_2,0,FieldPos297_Cam01_RGB_MB,2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_2.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_3.png,FieldPos297_Cam01_RGB_MB_page_3,0,FieldPos297_Cam01_RGB_MB,3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_4.png,FieldPos297_Cam01_RGB_MB_page_4,0,FieldPos297_Cam01_RGB_MB,4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_5.png,FieldPos297_Cam01_RGB_MB_page_5,0,FieldPos297_Cam01_RGB_MB,5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_6.png,FieldPos297_Cam01_RGB_MB_page_6,0,FieldPos297_Cam01_RGB_MB,6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_7.png,FieldPos297_Cam01_RGB_MB_page_7,0,FieldPos297_Cam01_RGB_MB,7.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_8.png,FieldPos297_Cam01_RGB_MB_page_8,0,FieldPos297_Cam01_RGB_MB,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos297_Cam01_RGB_MB_page_9.png,FieldPos297_Cam01_RGB_MB_page_9,0,FieldPos297_Cam01_RGB_MB,9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos297_Cam01_RGB_MB\FieldPos297_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_12.png,FieldPos298_Cam01_RGB_MB_page_12,0,FieldPos298_Cam01_RGB_MB,12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_13.png,FieldPos298_Cam01_RGB_MB_page_13,0,FieldPos298_Cam01_RGB_MB,13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_14.png,FieldPos298_Cam01_RGB_MB_page_14,0,FieldPos298_Cam01_RGB_MB,14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_14.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_15.png,FieldPos298_Cam01_RGB_MB_page_15,0,FieldPos298_Cam01_RGB_MB,15.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_15.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_2.png,FieldPos298_Cam01_RGB_MB_page_2,0,FieldPos298_Cam01_RGB_MB,2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_2.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_3.png,FieldPos298_Cam01_RGB_MB_page_3,0,FieldPos298_Cam01_RGB_MB,3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_4.png,FieldPos298_Cam01_RGB_MB_page_4,0,FieldPos298_Cam01_RGB_MB,4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_5.png,FieldPos298_Cam01_RGB_MB_page_5,0,FieldPos298_Cam01_RGB_MB,5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_6.png,FieldPos298_Cam01_RGB_MB_page_6,0,FieldPos298_Cam01_RGB_MB,6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_7.png,FieldPos298_Cam01_RGB_MB_page_7,0,FieldPos298_Cam01_RGB_MB,7.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_8.png,FieldPos298_Cam01_RGB_MB_page_8,0,FieldPos298_Cam01_RGB_MB,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos298_Cam01_RGB_MB_page_9.png,FieldPos298_Cam01_RGB_MB_page_9,0,FieldPos298_Cam01_RGB_MB,9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos298_Cam01_RGB_MB\FieldPos298_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_12.png,FieldPos301_Cam01_RGB_MB_page_12,0,FieldPos301_Cam01_RGB_MB,12.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_13.png,FieldPos301_Cam01_RGB_MB_page_13,0,FieldPos301_Cam01_RGB_MB,13.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_14.png,FieldPos301_Cam01_RGB_MB_page_14,0,FieldPos301_Cam01_RGB_MB,14.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_14.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_15.png,FieldPos301_Cam01_RGB_MB_page_15,0,FieldPos301_Cam01_RGB_MB,15.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_15.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_2.png,FieldPos301_Cam01_RGB_MB_page_2,0,FieldPos301_Cam01_RGB_MB,2.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_2.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_3.png,FieldPos301_Cam01_RGB_MB_page_3,0,FieldPos301_Cam01_RGB_MB,3.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_4.png,FieldPos301_Cam01_RGB_MB_page_4,0,FieldPos301_Cam01_RGB_MB,4.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_5.png,FieldPos301_Cam01_RGB_MB_page_5,0,FieldPos301_Cam01_RGB_MB,5.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_6.png,FieldPos301_Cam01_RGB_MB_page_6,0,FieldPos301_Cam01_RGB_MB,6.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_7.png,FieldPos301_Cam01_RGB_MB_page_7,0,FieldPos301_Cam01_RGB_MB,7.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_8.png,FieldPos301_Cam01_RGB_MB_page_8,0,FieldPos301_Cam01_RGB_MB,8.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos301_Cam01_RGB_MB_page_9.png,FieldPos301_Cam01_RGB_MB_page_9,0,FieldPos301_Cam01_RGB_MB,9.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos301_Cam01_RGB_MB\FieldPos301_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_12.png,FieldPos302_Cam01_RGB_MB_page_12,0,FieldPos302_Cam01_RGB_MB,12.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_13.png,FieldPos302_Cam01_RGB_MB_page_13,0,FieldPos302_Cam01_RGB_MB,13.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_14.png,FieldPos302_Cam01_RGB_MB_page_14,0,FieldPos302_Cam01_RGB_MB,14.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_14.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_15.png,FieldPos302_Cam01_RGB_MB_page_15,0,FieldPos302_Cam01_RGB_MB,15.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_15.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_2.png,FieldPos302_Cam01_RGB_MB_page_2,0,FieldPos302_Cam01_RGB_MB,2.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_2.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_3.png,FieldPos302_Cam01_RGB_MB_page_3,0,FieldPos302_Cam01_RGB_MB,3.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_4.png,FieldPos302_Cam01_RGB_MB_page_4,0,FieldPos302_Cam01_RGB_MB,4.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_5.png,FieldPos302_Cam01_RGB_MB_page_5,0,FieldPos302_Cam01_RGB_MB,5.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_6.png,FieldPos302_Cam01_RGB_MB_page_6,0,FieldPos302_Cam01_RGB_MB,6.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_7.png,FieldPos302_Cam01_RGB_MB_page_7,0,FieldPos302_Cam01_RGB_MB,7.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_8.png,FieldPos302_Cam01_RGB_MB_page_8,0,FieldPos302_Cam01_RGB_MB,8.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos302_Cam01_RGB_MB_page_9.png,FieldPos302_Cam01_RGB_MB_page_9,0,FieldPos302_Cam01_RGB_MB,9.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos302_Cam01_RGB_MB\FieldPos302_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_1.png,FieldPos317_Cam01_RGB_MB_page_1,0,FieldPos317_Cam01_RGB_MB,1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_1.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_10.png,FieldPos317_Cam01_RGB_MB_page_10,0,FieldPos317_Cam01_RGB_MB,10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_10.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_11.png,FieldPos317_Cam01_RGB_MB_page_11,0,FieldPos317_Cam01_RGB_MB,11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_11.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_12.png,FieldPos317_Cam01_RGB_MB_page_12,0,FieldPos317_Cam01_RGB_MB,12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_13.png,FieldPos317_Cam01_RGB_MB_page_13,0,FieldPos317_Cam01_RGB_MB,13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_14.png,FieldPos317_Cam01_RGB_MB_page_14,0,FieldPos317_Cam01_RGB_MB,14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_14.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_15.png,FieldPos317_Cam01_RGB_MB_page_15,0,FieldPos317_Cam01_RGB_MB,15.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_15.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_2.png,FieldPos317_Cam01_RGB_MB_page_2,0,FieldPos317_Cam01_RGB_MB,2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_2.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_3.png,FieldPos317_Cam01_RGB_MB_page_3,0,FieldPos317_Cam01_RGB_MB,3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_7.png,FieldPos317_Cam01_RGB_MB_page_7,0,FieldPos317_Cam01_RGB_MB,7.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_8.png,FieldPos317_Cam01_RGB_MB_page_8,0,FieldPos317_Cam01_RGB_MB,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos317_Cam01_RGB_MB_page_9.png,FieldPos317_Cam01_RGB_MB_page_9,0,FieldPos317_Cam01_RGB_MB,9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos317_Cam01_RGB_MB\FieldPos317_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_1.png,FieldPos318_Cam01_RGB_MB_page_1,0,FieldPos318_Cam01_RGB_MB,1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_1.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_10.png,FieldPos318_Cam01_RGB_MB_page_10,0,FieldPos318_Cam01_RGB_MB,10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_10.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_11.png,FieldPos318_Cam01_RGB_MB_page_11,0,FieldPos318_Cam01_RGB_MB,11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_11.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_12.png,FieldPos318_Cam01_RGB_MB_page_12,0,FieldPos318_Cam01_RGB_MB,12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_13.png,FieldPos318_Cam01_RGB_MB_page_13,0,FieldPos318_Cam01_RGB_MB,13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_3.png,FieldPos318_Cam01_RGB_MB_page_3,0,FieldPos318_Cam01_RGB_MB,3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_3.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_4.png,FieldPos318_Cam01_RGB_MB_page_4,0,FieldPos318_Cam01_RGB_MB,4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_5.png,FieldPos318_Cam01_RGB_MB_page_5,0,FieldPos318_Cam01_RGB_MB,5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_6.png,FieldPos318_Cam01_RGB_MB_page_6,0,FieldPos318_Cam01_RGB_MB,6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_7.png,FieldPos318_Cam01_RGB_MB_page_7,0,FieldPos318_Cam01_RGB_MB,7.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_8.png,FieldPos318_Cam01_RGB_MB_page_8,0,FieldPos318_Cam01_RGB_MB,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_8.png
PBS,dataset,,FieldPos318_Cam01_RGB_MB_page_9.png,FieldPos318_Cam01_RGB_MB_page_9,0,FieldPos318_Cam01_RGB_MB,9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos318_Cam01_RGB_MB\FieldPos318_Cam01_RGB_MB_page_9.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_1.png,FieldPos321_Cam01_RGB_MB_page_1,0,FieldPos321_Cam01_RGB_MB,1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_1.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_10.png,FieldPos321_Cam01_RGB_MB_page_10,0,FieldPos321_Cam01_RGB_MB,10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_10.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_11.png,FieldPos321_Cam01_RGB_MB_page_11,0,FieldPos321_Cam01_RGB_MB,11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_11.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_12.png,FieldPos321_Cam01_RGB_MB_page_12,0,FieldPos321_Cam01_RGB_MB,12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_12.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_13.png,FieldPos321_Cam01_RGB_MB_page_13,0,FieldPos321_Cam01_RGB_MB,13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_13.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_14.png,FieldPos321_Cam01_RGB_MB_page_14,0,FieldPos321_Cam01_RGB_MB,14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_14.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_4.png,FieldPos321_Cam01_RGB_MB_page_4,0,FieldPos321_Cam01_RGB_MB,4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_4.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_5.png,FieldPos321_Cam01_RGB_MB_page_5,0,FieldPos321_Cam01_RGB_MB,5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_5.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_6.png,FieldPos321_Cam01_RGB_MB_page_6,0,FieldPos321_Cam01_RGB_MB,6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_6.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_7.png,FieldPos321_Cam01_RGB_MB_page_7,0,FieldPos321_Cam01_RGB_MB,7.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_7.png
PBS,dataset,,FieldPos321_Cam01_RGB_MB_page_8.png,FieldPos321_Cam01_RGB_MB_page_8,0,FieldPos321_Cam01_RGB_MB,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos321_Cam01_RGB_MB\FieldPos321_Cam01_RGB_MB_page_8.png
