dataset,image_path,label,stack_id,patient_id,source
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_4.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_5.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_6.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_7.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_8.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos426_Cam01_RGB_MB\FieldPos426_Cam01_RGB_MB_page_9.png,0,FieldPos426_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_1.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_13.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_14.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_15.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_2.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_3.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_4.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_5.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_6.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_7.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_8.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos427_Cam01_RGB_MB\FieldPos427_Cam01_RGB_MB_page_9.png,0,FieldPos427_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_1.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_10.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_11.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_12.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_13.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_14.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_15.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_2.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_3.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_4.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_5.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos428_Cam01_RGB_MB\FieldPos428_Cam01_RGB_MB_page_6.png,0,FieldPos428_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_12.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_13.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_14.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_15.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_2.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_3.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_4.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_5.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_6.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_7.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_8.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos429_Cam01_RGB_MB\FieldPos429_Cam01_RGB_MB_page_9.png,0,FieldPos429_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_1.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_10.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_11.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_12.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_13.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_14.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_15.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_2.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_3.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_4.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_5.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos430_Cam01_RGB_MB\FieldPos430_Cam01_RGB_MB_page_6.png,0,FieldPos430_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_1.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_10.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_11.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_12.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_13.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_14.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_15.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_2.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_3.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_4.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_5.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos432_Cam01_RGB_MB\FieldPos432_Cam01_RGB_MB_page_6.png,0,FieldPos432_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_1.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_10.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_11.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_12.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_13.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_14.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_15.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_2.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_3.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_7.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_8.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos433_Cam01_RGB_MB\FieldPos433_Cam01_RGB_MB_page_9.png,0,FieldPos433_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_1.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_10.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_11.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_12.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_13.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_14.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_15.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_2.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_3.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_4.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_5.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos434_Cam01_RGB_MB\FieldPos434_Cam01_RGB_MB_page_9.png,0,FieldPos434_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_1.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_10.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_11.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_12.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_13.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_14.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_15.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_2.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_6.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_7.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_8.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos435_Cam01_RGB_MB\FieldPos435_Cam01_RGB_MB_page_9.png,0,FieldPos435_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_1.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_10.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_11.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_12.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_13.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_3.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_4.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_5.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_6.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_7.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_8.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos445_Cam01_RGB_MB\FieldPos445_Cam01_RGB_MB_page_9.png,0,FieldPos445_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_1.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_10.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_11.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_12.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_13.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_14.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_15.png,0,FieldPos446_Cam01_RGB_MB,,dataset
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos446_Cam01_RGB_MB\FieldPos446_Cam01_RGB_MB_page_2.png,0,FieldPos446_Cam01_RGB_MB,,dataset
