dataset,image_path,label,stack_id,patient_id,source,split,source_stack_id,leakage_group_id
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos085_Cam01_RGB_MB\FieldPos085_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos085_Cam01_RGB_MB,,dataset,train,FieldPos085_Cam01_RGB_MB,pbs_imgs::FieldPos085_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_10.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_11.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_12.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_13.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_14.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_15.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos100_Cam01_RGB_MB\FieldPos100_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos100_Cam01_RGB_MB,,dataset,train,FieldPos100_Cam01_RGB_MB,pbs_imgs::FieldPos100_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_7.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos113_Cam01_RGB_MB\FieldPos113_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos113_Cam01_RGB_MB,,dataset,train,FieldPos113_Cam01_RGB_MB,pbs_imgs::FieldPos113_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos134_Cam01_RGB_MB\FieldPos134_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos134_Cam01_RGB_MB,,dataset,train,FieldPos134_Cam01_RGB_MB,pbs_imgs::FieldPos134_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos179_Cam01_RGB_MB\FieldPos179_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos179_Cam01_RGB_MB,,dataset,train,FieldPos179_Cam01_RGB_MB,pbs_imgs::FieldPos179_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos192_Cam01_RGB_MB\FieldPos192_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos192_Cam01_RGB_MB,,dataset,train,FieldPos192_Cam01_RGB_MB,pbs_imgs::FieldPos192_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos206_Cam01_RGB_MB\FieldPos206_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos206_Cam01_RGB_MB,,dataset,test,FieldPos206_Cam01_RGB_MB,pbs_imgs::FieldPos206_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos207_Cam01_RGB_MB\FieldPos207_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos207_Cam01_RGB_MB,,dataset,test,FieldPos207_Cam01_RGB_MB,pbs_imgs::FieldPos207_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_7.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos215_Cam01_RGB_MB\FieldPos215_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos215_Cam01_RGB_MB,,dataset,train,FieldPos215_Cam01_RGB_MB,pbs_imgs::FieldPos215_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_7.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos216_Cam01_RGB_MB\FieldPos216_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos216_Cam01_RGB_MB,,dataset,train,FieldPos216_Cam01_RGB_MB,pbs_imgs::FieldPos216_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_7.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos217_Cam01_RGB_MB\FieldPos217_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos217_Cam01_RGB_MB,,dataset,train,FieldPos217_Cam01_RGB_MB,pbs_imgs::FieldPos217_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_3.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos218_Cam01_RGB_MB\FieldPos218_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos218_Cam01_RGB_MB,,dataset,train,FieldPos218_Cam01_RGB_MB,pbs_imgs::FieldPos218_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_1.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_2.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_7.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_8.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos219_Cam01_RGB_MB\FieldPos219_Cam01_RGB_MB_page_9.png,0,pbs_imgs::FieldPos219_Cam01_RGB_MB,,dataset,train,FieldPos219_Cam01_RGB_MB,pbs_imgs::FieldPos219_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos227_Cam01_RGB_MB\FieldPos227_Cam01_RGB_MB_page_4.png,0,pbs_imgs::FieldPos227_Cam01_RGB_MB,,dataset,test,FieldPos227_Cam01_RGB_MB,pbs_imgs::FieldPos227_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos227_Cam01_RGB_MB\FieldPos227_Cam01_RGB_MB_page_5.png,0,pbs_imgs::FieldPos227_Cam01_RGB_MB,,dataset,test,FieldPos227_Cam01_RGB_MB,pbs_imgs::FieldPos227_Cam01_RGB_MB
pbs_imgs,D:\Dineth\focus_binary_benchmark\dataset\pbs_imgs\unfocused\FieldPos227_Cam01_RGB_MB\FieldPos227_Cam01_RGB_MB_page_6.png,0,pbs_imgs::FieldPos227_Cam01_RGB_MB,,dataset,test,FieldPos227_Cam01_RGB_MB,pbs_imgs::FieldPos227_Cam01_RGB_MB
